Symbol,Sector,Industry,Full Time Employees,Total ESG Risk score,Environment Risk Score,Governance Risk Score,Social Risk Score,Controversy Level,Controversy Score,ESG Risk Percentile,ESG Risk Level
NRG,Utilities,Utilities - Independent Power Producers,"18,131",32.0,0.672,0.16463414634146342,0.4009216589861751,Moderate Controversy Level,2.0,75th percentile,High
MCHP,Technology,Semiconductors,"22,300",31.8,0.612,0.2682926829268293,0.3870967741935484,Low Controversy Level,1.0,75th percentile,High
ADM,Consumer Defensive,Farm Products,"40,213",31.8,0.664,0.12195121951219515,0.42857142857142855,Significant Controversy Level,3.0,75th percentile,High
VLO,Energy,Oil & Gas Refining & Marketing,"9,886",32.6,0.804,0.12195121951219515,0.30414746543778803,Moderate Controversy Level,2.0,77th percentile,High
UHS,Healthcare,Medical Care Facilities,"96,700",33.0,0.14800000000000002,0.3414634146341463,0.9170506912442397,Significant Controversy Level,3.0,78th percentile,High
SO,Utilities,Utilities - Regulated Electric,"27,819",33.0,0.588,0.2621951219512195,0.4700460829493088,Moderate Controversy Level,2.0,78th percentile,High
STLD,Basic Materials,Steel,"12,600",33.0,0.424,0.3109756097560976,0.6267281105990784,Low Controversy Level,1.0,78th percentile,High
NUE,Basic Materials,Steel,"32,000",32.8,0.37200000000000005,0.35365853658536595,0.6405529953917051,Moderate Controversy Level,2.0,78th percentile,High
BG,Consumer Defensive,Farm Products,"23,000",32.9,0.5760000000000001,0.14024390243902438,0.5760368663594471,Significant Controversy Level,3.0,78th percentile,High
TRGP,Energy,Oil & Gas Midstream,"3,182",33.2,0.568,0.07317073170731711,0.6451612903225807,Moderate Controversy Level,2.0,79th percentile,High
HES,Energy,Oil & Gas E&P,"1,756",33.1,0.756,0.24390243902439027,0.29493087557603687,Moderate Controversy Level,2.0,79th percentile,High
WELL,Real Estate,REIT - Healthcare Facilities,533,13.2,0.168,0.1524390243902439,0.12442396313364054,Low Controversy Level,1.0,7th percentile,Low
SPGI,Financial Services,Financial Data & Stock Exchanges,"40,450",13.0,0.0,0.23170731707317074,0.24884792626728114,Low Controversy Level,1.0,7th percentile,Low
PSA,Real Estate,REIT - Industrial,"6,200",13.1,0.188,0.16463414634146342,0.08294930875576037,Low Controversy Level,1.0,7th percentile,Low
NDAQ,Financial Services,Financial Data & Stock Exchanges,"8,568",13.1,0.0,0.2682926829268293,0.22119815668202764,Low Controversy Level,1.0,7th percentile,Low
MSI,Technology,Communication Equipment,"21,000",13.1,0.092,0.17073170731707318,0.19815668202764974,Low Controversy Level,1.0,7th percentile,Low
MAA,Real Estate,REIT - Residential,"2,427",13.1,0.156,0.20121951219512194,0.10138248847926268,Low Controversy Level,1.0,7th percentile,Low
MTD,Healthcare,Diagnostics & Research,"16,000",13.1,0.04,0.10365853658536586,0.30414746543778803,None Controversy Level,,7th percentile,Low
HST,Real Estate,REIT - Hotel & Motel,163,13.4,0.132,0.1524390243902439,0.17511520737327188,Low Controversy Level,1.0,7th percentile,Low
EA,Communication Services,Electronic Gaming & Multimedia,"13,700",13.3,0.004,0.10365853658536586,0.3502304147465438,Moderate Controversy Level,2.0,7th percentile,Low
ADBE,Technology,Software - Infrastructure,"29,945",13.1,0.076,0.13414634146341467,0.23963133640552997,Moderate Controversy Level,2.0,7th percentile,Low
MOS,Basic Materials,Agricultural Inputs,"14,049",33.5,0.556,0.3414634146341463,0.47465437788018433,Moderate Controversy Level,2.0,80th percentile,High
KHC,Consumer Defensive,Packaged Foods,"36,000",33.7,0.54,0.19512195121951223,0.6129032258064516,Significant Controversy Level,3.0,80th percentile,High
TXT,Industrials,Aerospace & Defense,"35,000",33.6,0.436,0.21951219512195122,0.7050691244239633,Moderate Controversy Level,2.0,80th percentile,High
DVN,Energy,Oil & Gas E&P,"1,900",33.8,0.708,0.27439024390243905,0.35944700460829493,Moderate Controversy Level,2.0,80th percentile,High
META,Communication Services,Internet Content & Information,"69,329",34.1,0.10800000000000001,0.44512195121951226,0.9354838709677421,High Controversy Level,4.0,81st percentile,High
EOG,Energy,Oil & Gas E&P,"3,050",34.2,0.8079999999999999,0.2621951219512195,0.271889400921659,Low Controversy Level,1.0,81st percentile,High
COP,Energy,Oil & Gas E&P,"10,000",33.9,0.7040000000000001,0.32317073170731714,0.33640552995391704,Moderate Controversy Level,2.0,81st percentile,High
FTV,Technology,Scientific & Technical Instruments,"18,000",34.8,0.644,0.10365853658536586,0.6082949308755761,Low Controversy Level,1.0,83rd percentile,High
ATO,Utilities,Utilities - Regulated Gas,"5,019",34.6,0.5920000000000001,0.20731707317073175,0.5806451612903226,Moderate Controversy Level,2.0,83rd percentile,High
APA,Energy,Oil & Gas E&P,"2,271",38.8,0.88,0.30487804878048785,0.3732718894009217,Moderate Controversy Level,2.0,83rd percentile,High
PSX,Energy,Oil & Gas Refining & Marketing,"14,000",35.4,0.8320000000000001,0.17073170731707318,0.3686635944700461,Significant Controversy Level,3.0,84th percentile,High
GD,Industrials,Aerospace & Defense,"111,600",35.2,0.376,0.2378048780487805,0.8341013824884793,Significant Controversy Level,3.0,84th percentile,High
TSN,Consumer Defensive,Farm Products,"139,000",35.9,0.56,0.39634146341463417,0.534562211981567,High Controversy Level,4.0,85th percentile,High
EQT,Energy,Oil & Gas E&P,881,35.7,0.708,0.2987804878048781,0.42857142857142855,Low Controversy Level,1.0,85th percentile,High
CTRA,Energy,Oil & Gas E&P,894,36.1,0.812,0.27439024390243905,0.34562211981566826,Moderate Controversy Level,2.0,86th percentile,High
CAT,Industrials,Farm & Heavy Construction Machinery,"113,200",36.2,0.41600000000000004,0.3109756097560976,0.7788018433179724,High Controversy Level,4.0,86th percentile,High
WFC,Financial Services,Banks - Diversified,"224,824",36.2,0.08,0.9999999999999999,0.6451612903225807,Severe Controversy Level,5.0,87th percentile,High
CVX,Energy,Oil & Gas Integrated,"45,600",36.6,0.68,0.451219512195122,0.3870967741935484,Significant Controversy Level,3.0,87th percentile,High
PWR,Industrials,Engineering & Construction,"52,500",36.9,0.484,0.36585365853658536,0.6866359447004609,Moderate Controversy Level,2.0,88th percentile,High
MRO,Energy,Oil & Gas E&P,"1,681",37.7,0.8440000000000001,0.2804878048780488,0.3824884792626728,Moderate Controversy Level,2.0,89th percentile,High
MMM,Industrials,Conglomerates,"85,000",37.3,0.688,0.21341463414634146,0.5898617511520738,Severe Controversy Level,5.0,89th percentile,High
NVDA,Technology,Semiconductors,"29,600",13.6,0.092,0.20121951219512194,0.18894009216589863,Moderate Controversy Level,2.0,8th percentile,Low
LRCX,Technology,Semiconductor Equipment & Materials,"17,200",13.6,0.18,0.12804878048780485,0.14746543778801843,Low Controversy Level,1.0,8th percentile,Low
GPC,Consumer Cyclical,Auto Parts,"60,000",13.7,0.188,0.04878048780487804,0.20276497695852536,Moderate Controversy Level,2.0,8th percentile,Low
CSCO,Technology,Communication Equipment,"84,900",13.9,0.016,0.21341463414634146,0.28110599078341014,Moderate Controversy Level,2.0,8th percentile,Low
ADP,Industrials,Staffing & Employment Services,"63,000",13.8,0.11199999999999999,0.1524390243902439,0.21658986175115208,Low Controversy Level,1.0,8th percentile,Low
A,Healthcare,Diagnostics & Research,"18,000",13.6,0.044000000000000004,0.1890243902439024,0.25806451612903225,Moderate Controversy Level,2.0,8th percentile,Low
TDG,Industrials,Aerospace & Defense,"15,500",38.7,0.48,0.36585365853658536,0.7788018433179724,Moderate Controversy Level,2.0,90th percentile,High
BA,Industrials,Aerospace & Defense,"171,000",39.6,0.35200000000000004,0.32317073170731714,1.0,High Controversy Level,4.0,91st percentile,High
GE,Industrials,Aerospace & Defense,"125,000",40.5,0.568,0.4817073170731707,0.6728110599078342,Significant Controversy Level,3.0,92nd percentile,Severe
OXY,Energy,Oil & Gas E&P,"12,570",41.7,1.0,0.24390243902439027,0.41013824884792627,Moderate Controversy Level,2.0,93rd percentile,Severe
XOM,Energy,Oil & Gas Integrated,"62,000",41.6,0.924,0.33536585365853655,0.423963133640553,Significant Controversy Level,3.0,93rd percentile,Severe
UDR,Real Estate,REIT - Residential,"1,397",13.9,0.14800000000000002,0.20121951219512194,0.14285714285714285,Low Controversy Level,1.0,9th percentile,Low
SPG,Real Estate,REIT - Retail,"2,500",14.0,0.152,0.19512195121951223,0.14746543778801843,Low Controversy Level,1.0,9th percentile,Low
PFG,Financial Services,Asset Management,"19,800",14.2,0.032,0.2804878048780488,0.2304147465437788,Low Controversy Level,1.0,9th percentile,Low
PANW,Technology,Software - Infrastructure,"15,166",13.9,0.027999999999999997,0.15853658536585366,0.31336405529953915,Low Controversy Level,1.0,9th percentile,Low
ORCL,Technology,Software - Infrastructure,"164,000",13.9,0.02,0.15853658536585366,0.3225806451612903,Moderate Controversy Level,2.0,9th percentile,Low
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances","43,300",14.1,0.23199999999999998,0.07317073170731711,0.1566820276497696,Moderate Controversy Level,2.0,9th percentile,Low
IBM,Technology,Information Technology Services,"282,200",14.1,0.07200000000000001,0.1890243902439024,0.24884792626728114,Moderate Controversy Level,2.0,9th percentile,Low
HSIC,Healthcare,Medical Distribution,"25,000",13.9,0.08,0.20121951219512194,0.22580645161290325,Moderate Controversy Level,2.0,9th percentile,Low
EQIX,Real Estate,REIT - Specialty,"13,354",13.9,0.136,0.12804878048780485,0.2073732718894009,Low Controversy Level,1.0,9th percentile,Low
ARE,Real Estate,REIT - Office,568,13.9,0.156,0.20121951219512194,0.1336405529953917,None Controversy Level,,9th percentile,Low
